,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
2661,"Bedford Park, Lawrence Manor East",43.7373876,-79.4109253,Nara Sushi,43.73377349763694,-79.41956007911853,Japanese Restaurant
2662,"Bedford Park, Lawrence Manor East",43.7373876,-79.4109253,Yonge & York Mills,43.74423275668283,-79.40650022117964,Intersection
2663,"Bedford Park, Lawrence Manor East",43.7373876,-79.4109253,York Mills Centre Food Court,43.74463727984939,-79.40650022117964,Food Court
2664,"Bedford Park, Lawrence Manor East",43.7373876,-79.4109253,Cardio-Go,43.74460285688724,-79.40614841493664,Gym / Fitness Center
2665,"Bedford Park, Lawrence Manor East",43.7373876,-79.4109253,Bento Box,43.744708183583064,-79.40616898419434,Japanese Restaurant
2666,"Bedford Park, Lawrence Manor East",43.7373876,-79.4109253,Avenue Rd at Wilson Ave,43.739809,-79.421633,Intersection
2667,"Bedford Park, Lawrence Manor East",43.7373876,-79.4109253,Mr. Souvlaki,43.744813,-79.40548,Restaurant
2668,"Bedford Park, Lawrence Manor East",43.7373876,-79.4109253,Marty's Chez TABAC | Fine Cigars and Tobacconist,43.731409,-79.419204,Hobby Shop
2669, Willowdale East,43.7615095,-79.4109234,Kinka Izakaya,43.76016102214242,-79.40982686116466,Japanese Restaurant
2670, Willowdale East,43.7615095,-79.4109234,EatBKK,43.75932043498974,-79.41045418068941,Thai Restaurant
2671, Willowdale East,43.7615095,-79.4109234,Sushi Moto Sake & Wine Bar,43.76390159157955,-79.41155904521092,Sushi Restaurant
2672, Willowdale East,43.7615095,-79.4109234,Longo’s Sheppard Centre,43.762221,-79.410762,Grocery Store
2673, Willowdale East,43.7615095,-79.4109234,Five Guys,43.76240027532789,-79.4107626699753,Burger Joint
2674, Willowdale East,43.7615095,-79.4109234,Pizzaiolo,43.76428931934003,-79.41177961294926,Pizza Place
2675, Willowdale East,43.7615095,-79.4109234,The Keg,43.7665789176648,-79.41213141222555,Steakhouse
2676, Willowdale East,43.7615095,-79.4109234,Poke Eats,43.76006,-79.410862,Poke Place
2677, Willowdale East,43.7615095,-79.4109234,Konjiki Ramen,43.76699771023422,-79.41222209328754,Ramen Restaurant
2678, Willowdale East,43.7615095,-79.4109234,Toronto Centre for the Arts,43.766228257307354,-79.41411495208739,Theater
2679, Willowdale East,43.7615095,-79.4109234,Hero Certified Burgers,43.758885006123585,-79.41024925836751,Burger Joint
2680, Willowdale East,43.7615095,-79.4109234,Bake Code 烘焙密碼,43.763968809039525,-79.41164099097621,Bakery
2681, Willowdale East,43.7615095,-79.4109234,MYMY Chicken,43.76465797243293,-79.41109575340602,Fried Chicken Joint
2682, Willowdale East,43.7615095,-79.4109234,Satay Sate,43.76669,-79.4121,Indonesian Restaurant
2683, Willowdale East,43.7615095,-79.4109234,Sushi One,43.76441166173842,-79.41187984957911,Japanese Restaurant
2684, Willowdale East,43.7615095,-79.4109234,Saryo,43.76697902009232,-79.41220491675689,Café
2685, Willowdale East,43.7615095,-79.4109234,Whole Foods Market,43.76066201105053,-79.41104445918211,Grocery Store
2686, Willowdale East,43.7615095,-79.4109234,Rabba Fine Foods,43.75795227432312,-79.40893623239137,Grocery Store
2687, Willowdale East,43.7615095,-79.4109234,Maryam Hotel,43.766961,-79.401199,Hotel
2688, Willowdale East,43.7615095,-79.4109234,Moksha Yoga North York,43.76325012,-79.40546822,Yoga Studio
2689, Willowdale East,43.7615095,-79.4109234,Loblaws,43.768722,-79.412101,Grocery Store
2690, Willowdale East,43.7615095,-79.4109234,Gol,43.76424,-79.411265,Middle Eastern Restaurant
2691, Willowdale East,43.7615095,-79.4109234,LA Fitness,43.762424326238225,-79.4107925616352,Gym / Fitness Center
2692, Willowdale East,43.7615095,-79.4109234,The Fry,43.76299303331066,-79.41144153878865,Fried Chicken Joint
2693, Willowdale East,43.7615095,-79.4109234,Kenzo Japanese Ramen House,43.762850505733084,-79.41142619935471,Ramen Restaurant
2694, Willowdale East,43.7615095,-79.4109234,Aura,43.766012799364795,-79.41081286441447,Lounge
2695, Willowdale East,43.7615095,-79.4109234,Union Social Eatery,43.76379660470405,-79.4113584939484,Restaurant
2696, Willowdale East,43.7615095,-79.4109234,Mel Lastman Square,43.76770145783431,-79.41297541544051,Plaza
2697, Willowdale East,43.7615095,-79.4109234,Michaels,43.76724487394571,-79.41197372883607,Arts & Crafts Store
2698, Willowdale East,43.7615095,-79.4109234,Nolbu,43.763029205140946,-79.41193749503265,Korean Restaurant
2699, Willowdale East,43.7615095,-79.4109234,Tim Hortons,43.76046087220029,-79.41111157977963,Coffee Shop
2700, Willowdale East,43.7615095,-79.4109234,Nomé Izakaya,43.76255929292571,-79.41144034914508,Japanese Restaurant
2701, Willowdale East,43.7615095,-79.4109234,Winners,43.763018,-79.410412,Department Store
2702, Willowdale East,43.7615095,-79.4109234,Shoppers Drug Mart,43.762587,-79.410924,Pharmacy
2703, Willowdale East,43.7615095,-79.4109234,Starbucks,43.768353,-79.413046,Coffee Shop
2704, Willowdale East,43.7615095,-79.4109234,Dairy Queen,43.76701557770687,-79.4120009150447,Ice Cream Shop
2705, Willowdale East,43.7615095,-79.4109234,Avondale Park,43.75705291615521,-79.40812730761971,Dog Run
2706, Willowdale East,43.7615095,-79.4109234,Tim Hortons,43.7584324,-79.4105442,Coffee Shop
2707, Willowdale East,43.7615095,-79.4109234,Baton Rouge,43.76645494997892,-79.41222941305855,American Restaurant
2708, Willowdale East,43.7615095,-79.4109234,Cineplex Cinemas,43.76862539839479,-79.41261307104753,Movie Theater
2709, Willowdale East,43.7615095,-79.4109234,A&W,43.762507,-79.410526,Fast Food Restaurant
2710, Willowdale East,43.7615095,-79.4109234,Studio Lounge Karaoke,43.76392929196712,-79.41152965816455,Karaoke Bar
2711, Willowdale East,43.7615095,-79.4109234,한바탕 (Han Ba Tang) (Han Ba Tang),43.76290960718896,-79.41140806171066,Bar
2712, Willowdale East,43.7615095,-79.4109234,Lee Town Restaurant,43.76419503107473,-79.4116255620473,Chinese Restaurant
2713, Willowdale East,43.7615095,-79.4109234,GoodLife Fitness North York Madison Centre,43.764836,-79.412709,Gym
2714, Willowdale East,43.7615095,-79.4109234,Aroma Espresso Bar,43.76944882099181,-79.41308107735675,Café
2715, Willowdale East,43.7615095,-79.4109234,Starbucks,43.761077,-79.411483,Coffee Shop
2716, Willowdale East,43.7615095,-79.4109234,Douglas Snow Aquatic Centre,43.767317139739454,-79.41498164406656,Pool
2717, Willowdale East,43.7615095,-79.4109234,Empress Walk,43.768540252857974,-79.4126707082784,Shopping Mall
2718, Willowdale East,43.7615095,-79.4109234,Second Cup,43.762855,-79.410379,Coffee Shop
2719, Willowdale East,43.7615095,-79.4109234,RBC Royal Bank,43.76141557303067,-79.41021032631397,Bank
2720, Willowdale East,43.7615095,-79.4109234,Thai Express,43.762396,-79.41022,Restaurant
2721, Willowdale East,43.7615095,-79.4109234,Shawarma Max,43.76601170897119,-79.41084443679077,Middle Eastern Restaurant
2722, Willowdale East,43.7615095,-79.4109234,Subway,43.76213637117152,-79.40888587190383,Sandwich Place
2723, Willowdale East,43.7615095,-79.4109234,Petro-Canada,43.757319,-79.410023,Gas Station
2724, Willowdale East,43.7615095,-79.4109234,Booster Juice,43.76889,-79.4129899,Juice Bar
2725, Willowdale East,43.7615095,-79.4109234,TD Canada Trust,43.7585313,-79.4098718,Bank
2726, Willowdale East,43.7615095,-79.4109234,Subway,43.76447721342689,-79.41217087119867,Sandwich Place
2727, Willowdale East,43.7615095,-79.4109234,Eggsmart,43.758922,-79.41001,Breakfast Spot
2728, Willowdale East,43.7615095,-79.4109234,Starbucks,43.768464,-79.414017,Coffee Shop
2729, Willowdale East,43.7615095,-79.4109234,Starbucks,43.758015,-79.409613,Coffee Shop
2730, Willowdale East,43.7615095,-79.4109234,Tim Hortons,43.7655556,-79.4122337,Coffee Shop
2731, Willowdale East,43.7615095,-79.4109234,Oliva,43.758343,-79.40988,Coffee Shop
2732, Willowdale East,43.7615095,-79.4109234,Frog & Firkin,43.762744495550805,-79.41144636874411,Pub
2733, Willowdale East,43.7615095,-79.4109234,Aburi Room,43.769197,-79.414039,Sushi Restaurant
2734, Willowdale East,43.7615095,-79.4109234,RBC Royal Bank,43.76602146815181,-79.41178248148627,Bank
2735, Willowdale East,43.7615095,-79.4109234,Subway,43.768507,-79.41398454232785,Sandwich Place
2736, Willowdale East,43.7615095,-79.4109234,Shell,43.759665,-79.41092078,Gas Station
2737, Willowdale East,43.7615095,-79.4109234,PetSmart,43.769139,-79.412522,Pet Store
2738, Willowdale East,43.7615095,-79.4109234,Burger King,43.76275328051561,-79.41060086383253,Fast Food Restaurant
2739, Willowdale East,43.7615095,-79.4109234,Tim Hortons,43.763265276008866,-79.40530187567225,Coffee Shop
2740, Willowdale East,43.7615095,-79.4109234,Best Buy,43.76811518063931,-79.4126082683499,Electronics Store
2741, Willowdale East,43.7615095,-79.4109234,The Beer Store,43.763872,-79.4002511,Beer Store
2742, Willowdale East,43.7615095,-79.4109234,Ava Food Market,43.76414532190037,-79.39929965307797,Middle Eastern Restaurant
2743, Willowdale East,43.7615095,-79.4109234,Tim Hortons,43.7637585240433,-79.3993648141623,Coffee Shop
2744, Willowdale East,43.7615095,-79.4109234,Shoppers Drug Mart,43.765829,-79.412338,Pharmacy
2745, Willowdale East,43.7615095,-79.4109234,TD Canada Trust,43.7623292,-79.4103987,Bank
2746, Willowdale East,43.7615095,-79.4109234,Dollarama,43.768722,-79.412101,Discount Store
2747, Willowdale East,43.7615095,-79.4109234,Inakaya,43.765116314683894,-79.40013276871568,Japanese Restaurant
2748, Willowdale East,43.7615095,-79.4109234,Wendy’s,43.76846127243853,-79.4123771060805,Fast Food Restaurant
2749, Willowdale East,43.7615095,-79.4109234,Ten Ren's Tea Time 喫茶新饌,43.769574852327395,-79.41259669370922,Bubble Tea Shop
2750, Willowdale East,43.7615095,-79.4109234,Kinton Ramen,43.76968375926793,-79.41304877291766,Ramen Restaurant
2751, Willowdale East,43.7615095,-79.4109234,Paisano's,43.764517781816416,-79.39989823947919,Italian Restaurant
2752, Willowdale East,43.7615095,-79.4109234,Boston Pizza,43.76966566980136,-79.41305666054794,Pizza Place
2753, Willowdale East,43.7615095,-79.4109234,RONA,43.764399601828565,-79.39941986468511,Hardware Store
2754, Willowdale East,43.7615095,-79.4109234,Albert Standing Park,43.758738790153444,-79.41550380595467,Park
2755, Willowdale East,43.7615095,-79.4109234,Pizza pizza,43.76362340592594,-79.39997102456788,Pizza Place
2756, Willowdale East,43.7615095,-79.4109234,Novotel Toronto North York,43.76872304736466,-79.41425730725825,Hotel
2757, Willowdale East,43.7615095,-79.4109234,PROJECT:FISH,43.7691,-79.414305,Sushi Restaurant
2758, Willowdale East,43.7615095,-79.4109234,Gibson Park,43.768906,-79.415474,Park
2759, Willowdale East,43.7615095,-79.4109234,Hwy 401 at Yonge,43.75364414481382,-79.40814971923828,Intersection
2760, Willowdale East,43.7615095,-79.4109234,Glendora Tennis Courts,43.76065835305696,-79.39906802946717,Tennis Court
2761, Willowdale East,43.7615095,-79.4109234,The Chicken Place,43.76579084493872,-79.40045886229348,Fried Chicken Joint
2762, Willowdale East,43.7615095,-79.4109234,Coffee Time,43.7639002546235,-79.39930991494059,Coffee Shop
2763, Willowdale East,43.7615095,-79.4109234,Just Drums,43.76553346261206,-79.40011253038487,Music Store
2764,Jane and Finch,43.7572532,-79.5176975,Shoppers Drug Mart,43.756147,-79.515843,Pharmacy
2765,Jane and Finch,43.7572532,-79.5176975,Popeyes Louisiana Kitchen,43.75660425382002,-79.51604685393343,Fried Chicken Joint
2766,Jane and Finch,43.7572532,-79.5176975,No Frills,43.758178,-79.51968,Grocery Store
2767,Jane and Finch,43.7572532,-79.5176975,Pho Com Viet Nam,43.75663119859895,-79.51833633068185,Vietnamese Restaurant
2768,Jane and Finch,43.7572532,-79.5176975,Best Western Plus Toronto North York Hotel & Suites,43.756887077444425,-79.52877948651798,Hotel
2769,Jane and Finch,43.7572532,-79.5176975,Tim Hortons,43.7561284,-79.5162657,Coffee Shop
2770,Jane and Finch,43.7572532,-79.5176975,Pizza Hut,43.75633958118749,-79.51781778764257,Pizza Place
2771,Jane and Finch,43.7572532,-79.5176975,Holiday Inn Express Toronto-North York,43.75623244271852,-79.52734789199224,Hotel
2772,Jane and Finch,43.7572532,-79.5176975,The Beer Store,43.7560941,-79.5162392,Beer Store
2773,Jane and Finch,43.7572532,-79.5176975,KFC,43.7566,-79.5181,Fast Food Restaurant
2774,Jane and Finch,43.7572532,-79.5176975,Commisso Bakery,43.748678,-79.51726151,Tea Room
2775,Jane and Finch,43.7572532,-79.5176975,Pizza Pizza,43.756185976894656,-79.5154595375061,Pizza Place
2776,Jane and Finch,43.7572532,-79.5176975,Petro-Canada,43.757187,-79.517778,Gas Station
2777,Jane and Finch,43.7572532,-79.5176975,Subway,43.75622810178744,-79.51833268621584,Sandwich Place
2778,Jane and Finch,43.7572532,-79.5176975,McDonald's,43.757325,-79.514091,Fast Food Restaurant
2779,Jane and Finch,43.7572532,-79.5176975,Tim Hortons,43.75434420900222,-79.52702411134463,Coffee Shop
2780,Jane and Finch,43.7572532,-79.5176975,Jian Hing Supermarket,43.75667320052111,-79.51844367991136,Grocery Store
2781,Jane and Finch,43.7572532,-79.5176975,Planet Fitness,43.757538,-79.51961,Gym / Fitness Center
2782,Jane and Finch,43.7572532,-79.5176975,Dollarama,43.758177,-79.519679,Discount Store
2783,Jane and Finch,43.7572532,-79.5176975,Living Well,43.756460538385106,-79.51598949881128,Caribbean Restaurant
2784,Jane and Finch,43.7572532,-79.5176975,Dollarama,43.75677,-79.515084,Discount Store
2785,Jane and Finch,43.7572532,-79.5176975,Pita Land,43.757520253440326,-79.51462786652858,Falafel Restaurant
2786,Jane and Finch,43.7572532,-79.5176975,LCBO,43.759256617873106,-79.51945388294175,Liquor Store
2787,Jane and Finch,43.7572532,-79.5176975,Perkins,43.75656747323858,-79.52747471772624,American Restaurant
2788,Jane and Finch,43.7572532,-79.5176975,Hwy 400 at Finch W.,43.75439885206936,-79.52696696364671,Road
2789,Jane and Finch,43.7572532,-79.5176975,Yorkwoods Plaza,43.75013936233313,-79.51505063356379,Plaza
2790,Jane and Finch,43.7572532,-79.5176975,York Woods Library Theatre,43.75873643074413,-79.50745150940088,Theater
2791,Jane and Finch,43.7572532,-79.5176975,Yorkwoods Library Theatre,43.759066879664786,-79.5075343183943,Theater
2792,Jane and Finch,43.7572532,-79.5176975,Travelodge Norfinch Drive Hotel Toronto,43.756541979889704,-79.52842992415722,Hotel
2793,Jane and Finch,43.7572532,-79.5176975,Driftwood community centre,43.76567959563023,-79.51970643195256,Athletics & Sports
2794,Jane and Finch,43.7572532,-79.5176975,Comfort Inn,43.757365,-79.529396,Hotel
2795,Lawrence Park,43.729199,-79.4032525,T-buds,43.73124701494562,-79.4036403714984,Tea Room
2796,Lawrence Park,43.729199,-79.4032525,Bobbette & Belle,43.73133877297435,-79.40376944766918,Bakery
2797,Lawrence Park,43.729199,-79.4032525,For The Win Cafe,43.72863603182458,-79.40325519626327,Bubble Tea Shop
2798,Lawrence Park,43.729199,-79.4032525,STACK,43.72931098021923,-79.40324105170586,BBQ Joint
2799,Lawrence Park,43.729199,-79.4032525,The Belly Buster Submarines,43.73374302183267,-79.40439018944329,Sandwich Place
2800,Lawrence Park,43.729199,-79.4032525,Shinobu by Maki Sushi,43.73256202476285,-79.40414749141355,Japanese Restaurant
2801,Lawrence Park,43.729199,-79.4032525,The Rolling Pin,43.73331525365337,-79.40431753142141,Bakery
2802,Lawrence Park,43.729199,-79.4032525,The Burger Cellar,43.73236191776462,-79.4038935868189,Burger Joint
2803,Lawrence Park,43.729199,-79.4032525,Mastermind Toys,43.73204616747319,-79.40414098942678,Toy / Game Store
2804,Lawrence Park,43.729199,-79.4032525,Menchies Frozen Yogurt,43.72833594585155,-79.40317327113762,Ice Cream Shop
2805,Lawrence Park,43.729199,-79.4032525,Shoushin,43.73138018653297,-79.40396058978317,Sushi Restaurant
2806,Lawrence Park,43.729199,-79.4032525,Patisserie Sebastien,43.73080662573705,-79.40382316180315,Bakery
2807,Lawrence Park,43.729199,-79.4032525,Riz North,43.730791502496054,-79.40371860011433,Asian Restaurant
2808,Lawrence Park,43.729199,-79.4032525,The Burger's Priest,43.73257633758602,-79.40392240712367,Fast Food Restaurant
2809,Lawrence Park,43.729199,-79.4032525,the sushi bar,43.73181562279041,-79.40379017911593,Sushi Restaurant
2810,Lawrence Park,43.729199,-79.4032525,Aroma Espresso Bar,43.73119302623775,-79.40367759576215,Café
2811,Lawrence Park,43.729199,-79.4032525,Lawrence Park Ravine,43.72696303913755,-79.39438246708775,Park
2812,Lawrence Park,43.729199,-79.4032525,The Abbot,43.73171144972793,-79.40390764757474,Pub
2813,Lawrence Park,43.729199,-79.4032525,lululemon athletica,43.7261062,-79.4024843,Clothing Store
2814,Lawrence Park,43.729199,-79.4032525,Yonge Sushi,43.733181795539736,-79.40432284207976,Sushi Restaurant
2815,Lawrence Park,43.729199,-79.4032525,Starbucks,43.724878,-79.40249,Coffee Shop
2816,Lawrence Park,43.729199,-79.4032525,Gamberoni,43.72951504502395,-79.40347684255251,Italian Restaurant
2817,Lawrence Park,43.729199,-79.4032525,Shichimi Sushi,43.72888125625912,-79.4031682620572,Sushi Restaurant
2818,Lawrence Park,43.729199,-79.4032525,Alexander Muir Memorial Gardens,43.72131498723094,-79.40082168480554,Garden
2819,Lawrence Park,43.729199,-79.4032525,Starbucks,43.72982,-79.40365,Coffee Shop
2820,Lawrence Park,43.729199,-79.4032525,Coppi Ristorante,43.73159254236984,-79.40388881011391,Italian Restaurant
2821,Lawrence Park,43.729199,-79.4032525,Trio Ristorante Pizzeria,43.72880926185491,-79.40314913731548,Italian Restaurant
2822,Lawrence Park,43.729199,-79.4032525,Hazel's Diner,43.73253478307487,-79.40410775579386,Diner
2823,Lawrence Park,43.729199,-79.4032525,Loblaws,43.73525,-79.404517,Grocery Store
2824,Lawrence Park,43.729199,-79.4032525,Wildfire Steakhouse & Wine Bar,43.73365381197107,-79.40457021757669,Steakhouse
2825,Lawrence Park,43.729199,-79.4032525,Yogurty's,43.72986618716524,-79.40340062283457,Frozen Yogurt Shop
2826,Lawrence Park,43.729199,-79.4032525,Games Workshop,43.72899462802187,-79.40309229421057,Hobby Shop
2827,Lawrence Park,43.729199,-79.4032525,Melmira Bra & Swimsuits,43.730746220093216,-79.40357289775751,Lingerie Store
2828,Lawrence Park,43.729199,-79.4032525,RBC Royal Bank,43.729045635953355,-79.40344319223908,Bank
2829,Lawrence Park,43.729199,-79.4032525,Rosedale Golf Club,43.73607898860109,-79.39832587690462,Golf Course
2830,Lawrence Park,43.729199,-79.4032525,Cozy Nails,43.73051605546122,-79.40365477283476,Cosmetics Shop
2831,Lawrence Park,43.729199,-79.4032525,Cravings,43.732454613454046,-79.4040956461909,Asian Restaurant
2832,Lawrence Park,43.729199,-79.4032525,TD Canada Trust,43.7275364,-79.4031573,Bank
2833,Lawrence Park,43.729199,-79.4032525,Lobster Monster,43.728888,-79.403034,Seafood Restaurant
2834,Lawrence Park,43.729199,-79.4032525,Pizza Pizza,43.72854712966103,-79.40306216587794,Pizza Place
2835,Lawrence Park,43.729199,-79.4032525,Get Outside,43.73453123076781,-79.40472810240436,Shoe Store
2836,Lawrence Park,43.729199,-79.4032525,Tim Hortons,43.728811044996085,-79.40347328782082,Coffee Shop
2837,Lawrence Park,43.729199,-79.4032525,Subway,43.73017057716657,-79.40323021840265,Sandwich Place
2838,Lawrence Park,43.729199,-79.4032525,Shoppers Drug Mart,43.732312,-79.404484,Pharmacy
2839,Lawrence Park,43.729199,-79.4032525,Trapper's Restaurant,43.73440525019809,-79.40445783814428,Restaurant
2840,Lawrence Park,43.729199,-79.4032525,The Uptown Pub House,43.72768225344563,-79.40276221132652,Gastropub
2841,Lawrence Park,43.729199,-79.4032525,Gabby's Roadhouse,43.72927371293531,-79.40321132426091,Pub
2842,Lawrence Park,43.729199,-79.4032525,TTC Bus #97 Yonge,43.72773159707486,-79.40109654939653,Bus Line
2843,Lawrence Park,43.729199,-79.4032525,Bedford Park Community Centre,43.72806,-79.400205,Pool
2844,Lawrence Park,43.729199,-79.4032525,Pedimani Nail Spa,43.726533,-79.402666,Cosmetics Shop
2845,Lawrence Park,43.729199,-79.4032525,Pizza Pizza,43.731952,-79.415019,Pizza Place
2846,Lawrence Park,43.729199,-79.4032525,McDonald's,43.73267757826765,-79.4045334745723,Fast Food Restaurant
2847,Lawrence Park,43.729199,-79.4032525,George's Independent City Market,43.72537,-79.402817,Grocery Store
2848,Lawrence Park,43.729199,-79.4032525,Lawrence & Yonge,43.72433878859663,-79.40206956347814,Intersection
2849,Lawrence Park,43.729199,-79.4032525,Dolce & Gourmando Inc,43.726052,-79.411329,Gift Shop
2850,Roselawn,43.6994563,-79.4546164,La Bicicletta,43.700176118499435,-79.45514560217194,Bike Shop
2851,Roselawn,43.6994563,-79.4546164,Sushi Zuki,43.69449449646573,-79.45614091259421,Japanese Restaurant
2852,Roselawn,43.6994563,-79.4546164,California Sandwiches,43.70060745090339,-79.45171931570894,Sandwich Place
2853,Roselawn,43.6994563,-79.4546164,Starbucks,43.699807,-79.461804,Coffee Shop
2854,Roselawn,43.6994563,-79.4546164,Elte mkt,43.6979991167221,-79.46459936093613,Furniture / Home Store
2855,Roselawn,43.6994563,-79.4546164,Dollarama,43.696349,-79.450916,Discount Store
2856,Roselawn,43.6994563,-79.4546164,Tim Hortons,43.6957155747294,-79.4491392374038,Coffee Shop
2857,Roselawn,43.6994563,-79.4546164,Ginger's,43.69907204416368,-79.4591680569848,Furniture / Home Store
2858,Roselawn,43.6994563,-79.4546164,Sgt. Splatter’s Project Paintball,43.70328994781447,-79.45591425979373,Paintball Field
2859,Roselawn,43.6994563,-79.4546164,Babos Dönerpoint,43.69324926907298,-79.46185093463188,Falafel Restaurant
2860,Roselawn,43.6994563,-79.4546164,Elte,43.6978150476456,-79.4606629951425,Furniture / Home Store
2861,Roselawn,43.6994563,-79.4546164,The Door Store,43.699611369723506,-79.45772866501329,Antique Shop
2862,Roselawn,43.6994563,-79.4546164,W Burger Bar,43.697074813128054,-79.46337374091517,Burger Joint
2863,Roselawn,43.6994563,-79.4546164,RBC Royal Bank,43.70394357519858,-79.45189815414157,Bank
2864,Roselawn,43.6994563,-79.4546164,Walter Saunders Memorial Park,43.70083598694468,-79.44528270187077,Park
2865,Roselawn,43.6994563,-79.4546164,Doce Minho Pastry & Bakery,43.6918926751435,-79.44819075003524,Bakery
2866,Roselawn,43.6994563,-79.4546164,Shoppers Drug Mart,43.695714,-79.450789,Pharmacy
2867,Roselawn,43.6994563,-79.4546164,Shelter Furniture,43.70399058062859,-79.46441501173274,Furniture / Home Store
2868,Roselawn,43.6994563,-79.4546164,TD Canada Trust,43.69548525514628,-79.4517315417083,Bank
2869,Roselawn,43.6994563,-79.4546164,Sky Ranch Restaurant,43.70072965454009,-79.45168436610791,Argentinian Restaurant
2870,Roselawn,43.6994563,-79.4546164,Popeyes Louisiana Kitchen,43.69704407828783,-79.44378747637693,Fried Chicken Joint
2871,Roselawn,43.6994563,-79.4546164,McDonald's,43.70491871475466,-79.45223813434126,Fast Food Restaurant
2872,Roselawn,43.6994563,-79.4546164,Shoppers Drug Mart,43.692676,-79.46257,Pharmacy
2873,Roselawn,43.6994563,-79.4546164,Lowe's,43.6999864,-79.4616705,Hardware Store
2874,Roselawn,43.6994563,-79.4546164,Subway,43.6994508639394,-79.46162538915077,Sandwich Place
2875,Roselawn,43.6994563,-79.4546164,Tim Hortons,43.70118120760812,-79.45251882076258,Coffee Shop
2876,Roselawn,43.6994563,-79.4546164,Tim Hortons,43.70143141701429,-79.463802851742,Coffee Shop
2877,Roselawn,43.6994563,-79.4546164,Camarra's Pizzeria & Restaurant,43.708329,-79.453488,Pizza Place
2878,Roselawn,43.6994563,-79.4546164,No Frills,43.694789,-79.453038,Grocery Store
2879,Roselawn,43.6994563,-79.4546164,Petro-Canada,43.707186,-79.453231,Gas Station
2880,Roselawn,43.6994563,-79.4546164,Darosa,43.706969836937915,-79.453120889328,Mediterranean Restaurant
2881,Roselawn,43.6994563,-79.4546164,Country Style,43.70222464715636,-79.45264116764083,Coffee Shop
2882,Roselawn,43.6994563,-79.4546164,Aquarius Men's Wear,43.70362604976338,-79.45530582072598,Clothing Store
2883,Roselawn,43.6994563,-79.4546164,Sage Wellness Boutique B&B/Hostel,43.69539098604696,-79.45077496310095,Hostel
2884,Roselawn,43.6994563,-79.4546164,Churrasqueira Portugal BBQ & Grill,43.69560855197261,-79.44972466554799,Portuguese Restaurant
2885,Roselawn,43.6994563,-79.4546164,Ice Cream Truck,43.69563815508513,-79.4469599792405,Food Truck
2886,Roselawn,43.6994563,-79.4546164,Artemano,43.698611830754174,-79.46393966674805,Furniture / Home Store
2887,Roselawn,43.6994563,-79.4546164,Wing Machine,43.696657091448316,-79.44513201713562,Wings Joint
2888,Roselawn,43.6994563,-79.4546164,Pizza Pizza,43.6971809217261,-79.44282764192468,Pizza Place
2889,Roselawn,43.6994563,-79.4546164,Fairbank Memorial Park,43.69202800194052,-79.44892353333186,Park
2890,Roselawn,43.6994563,-79.4546164,Nairn Park,43.69065390931841,-79.4562995791835,Park
2891,Roselawn,43.6994563,-79.4546164,Bologna Pastificio,43.708301109895565,-79.4533224471215,Italian Restaurant
2892,Roselawn,43.6994563,-79.4546164,Maximum Woman,43.69065130310669,-79.45633320240984,Women's Store
2893,"Runnymede, The Junction North",43.6517026,-79.4759978,Baka Gallery Cafe,43.65103966439781,-79.47760530158712,Café
2894,"Runnymede, The Junction North",43.6517026,-79.4759978,Bread & Roses Bakery Cafe,43.651194318292276,-79.47665677628656,Bakery
2895,"Runnymede, The Junction North",43.6517026,-79.4759978,Zaza Espresso Bar & Gelato,43.65110626640462,-79.4777101044724,Café
2896,"Runnymede, The Junction North",43.6517026,-79.4759978,DAVIDsTEA,43.650380014739355,-79.47881908403849,Tea Room
2897,"Runnymede, The Junction North",43.6517026,-79.4759978,Shakey's Original Bar & Grill,43.6507708866875,-79.47758071386558,Gastropub
2898,"Runnymede, The Junction North",43.6517026,-79.4759978,New Balance,43.65095377580209,-79.4773976977124,Shoe Store
2899,"Runnymede, The Junction North",43.6517026,-79.4759978,Yogurty's,43.651228146043934,-79.4755243018108,Frozen Yogurt Shop
2900,"Runnymede, The Junction North",43.6517026,-79.4759978,Queen's Pasta Café,43.65070658803776,-79.47797787214411,Italian Restaurant
2901,"Runnymede, The Junction North",43.6517026,-79.4759978,Simply Thai,43.65078180371,-79.47760089101641,Thai Restaurant
2902,"Runnymede, The Junction North",43.6517026,-79.4759978,Starbucks,43.651395,-79.47599,Coffee Shop
2903,"Runnymede, The Junction North",43.6517026,-79.4759978,Bloor & Kennedy Flower Shop,43.65142711461149,-79.47529492449927,Flower Shop
2904,"Runnymede, The Junction North",43.6517026,-79.4759978,COBS Bread,43.651347693482606,-79.4756394651729,Bakery
2905,"Runnymede, The Junction North",43.6517026,-79.4759978,Max's Market,43.65052462233729,-79.47914453187883,Gourmet Shop
2906,"Runnymede, The Junction North",43.6517026,-79.4759978,Hot Oven Bakery,43.651155311711776,-79.47656563536279,Bakery
2907,"Runnymede, The Junction North",43.6517026,-79.4759978,The One That Got Away,43.64984188412754,-79.48261453424496,Fish & Chips Shop
2908,"Runnymede, The Junction North",43.6517026,-79.4759978,Lit Cafe + Bar,43.651378942423236,-79.47538026986466,Coffee Shop
2909,"Runnymede, The Junction North",43.6517026,-79.4759978,Coffee Tree Roastery,43.64964735112305,-79.48343639040918,Café
